0000A712
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-25T08:48:41.170Z,33.7795,-118.1843333,13.14,1.39,ml,28,202,0.01617,0.25,ci,ci37671264,2016-08-25T14:52:40.724Z,"3km SSW of Signal Hill, CA",earthquake,0.94,0.65,0.28,25,reviewed,ci,ci
2016-08-25T08:40:14.970Z,38.7983322,-122.7245026,2.9,0.58,md,7,105,0.01784,0.01,nc,nc72684831,2016-08-25T08:41:51.273Z,"2km S of Cobb, California",earthquake,0.69,1.28,0.11,3,automatic,nc,nc
2016-08-25T08:39:32.120Z,35.9995003,-120.5653305,1.65,1.78,md,24,85,0.0253,0.08,nc,nc72684826,2016-08-25T08:41:12.694Z,"24km SW of Coalinga, California",earthquake,0.27,0.78,0.16,13,automatic,nc,nc
2016-08-25T08:34:46.700Z,18.7612,-66.18,10,2.5,Md,9,234,0.57492178,0.23,pr,pr16238001,2016-08-25T11:40:48.398Z,"33km NNW of San Juan, Puerto Rico",earthquake,1,2,0,9,reviewed,pr,pr
2016-08-25T08:33:55.140Z,33.2418333,-116.291,7.98,0.77,ml,28,116,0.058,0.18,ci,ci37671248,2016-08-25T13:07:59.940Z,"8km ESE of Borrego Springs, CA",earthquake,0.39,0.84,0.094,19,reviewed,ci,ci
2016-08-25T08:31:33.000Z,61.5708,-150.9872,70,1.4,ml,,,,0.31,ak,ak13878589,2016-08-25T08:42:24.397Z,"54km WSW of Willow, Alaska",earthquake,0.7,0.9,,,automatic,ak,ak
2016-08-25T08:27:36.420Z,40.4703,-104.6609,3.82,2.5,ml,,79,0.029,0.48,us,us20006tzp,2016-08-25T18:56:49.338Z,"6km NE of Greeley, Colorado",earthquake,1.2,2.7,0.057,55,reviewed,us,us
2016-08-25T08:25:18.690Z,40.5134,-104.6549,5.67,1.5,ml,,88,0.068,0.33,us,us20006tzf,2016-08-25T18:56:50.040Z,"5km ESE of Eaton, Colorado",earthquake,2.2,4.2,0.115,16,reviewed,us,us
2016-08-25T08:23:20.100Z,37.6328333,-118.8998333,2.72,0.23,md,8,137,0.007164,0.03,nc,nc72684821,2016-08-25T16:17:31.754Z,"6km ESE of Mammoth Lakes, California",earthquake,0.72,1.52,0.114,6,reviewed,nc,nc
2016-08-25T08:22:22.000Z,61.2984,-150.6513,50,1.3,ml,,,,0.13,ak,ak13878587,2016-08-25T08:33:26.274Z,"41km WNW of Anchorage, Alaska",earthquake,0.7,1.5,,,automatic,ak,ak
2016-08-25T08:21:07.495Z,39.6003,-120.4497,10.8,0.9,ml,14,178.77,0.174,0.1659,nn,nn00557513,2016-08-25T15:48:45.621Z,"23km S of Portola, California",earthquake,,2.8,0.29,8,reviewed,nn,nn
2016-08-25T08:20:48.220Z,35.4818333,-118.2935,1.97,0.95,ml,12,135,0.1364,0.18,ci,ci37671240,2016-08-25T13:04:58.807Z,"22km ESE of Bodfish, CA",earthquake,0.42,0.79,0.104,9,reviewed,ci,ci
2016-08-25T08:20:10.000Z,64.3498,-150.769,10,1.3,ml,,,,0.93,ak,ak13878584,2016-08-25T08:42:23.719Z,"72km S of Manley Hot Springs, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-25T08:07:58.000Z,67.1998,-142.9781,5,1.8,ml,,,,0.74,ak,ak13878582,2016-08-25T08:24:18.849Z,"123km NE of Fort Yukon, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-25T08:03:37.010Z,34.0233333,-116.854,18.82,1.06,ml,42,66,0.04015,0.18,ci,ci37671232,2016-08-25T13:08:07.060Z,"11km N of Banning, CA",earthquake,0.25,0.59,0.188,26,reviewed,ci,ci
2016-08-25T07:59:55.314Z,36.7097,-116.1294,3.6,0.1,ml,6,101.35,0.012,0.0399,nn,nn00557546,2016-08-25T17:08:49.573Z,"57km NNW of Pahrump, Nevada",earthquake,,1.8,0.13,3,reviewed,nn,nn
2016-08-25T07:59:44.583Z,36.7191,-116.1269,3.3,0.1,ml,15,69.66,0.003,0.1133,nn,nn00557512,2016-08-25T17:05:37.216Z,"58km NNW of Pahrump, Nevada",earthquake,,0.9,0.31,10,reviewed,nn,nn
2016-08-25T07:56:00.160Z,33.6455,-116.697,14.06,0.2,ml,19,84,0.06704,0.08,ci,ci37671224,2016-08-25T13:05:02.520Z,"10km NNW of Anza, CA",earthquake,0.23,0.39,0.06,6,reviewed,ci,ci
2016-08-25T07:39:44.880Z,36.7781667,-118.1248333,8.79,1.28,ml,15,61,0.2882,0.17,ci,ci37671216,2016-08-25T16:17:21.383Z,"7km ESE of Independence, CA",earthquake,0.37,1.18,0.298,10,reviewed,ci,ci
2016-08-25T07:12:21.030Z,37.5638351,-118.9343338,-1.27,1.11,md,15,229,0.05051,0.04,nc,nc72684801,2016-08-25T15:38:48.839Z,"10km SSE of Mammoth Lakes, California",earthquake,0.68,0.81,0.11,13,automatic,nc,nc
2016-08-25T07:06:12.790Z,35.9521667,-117.6565,3.6,0.46,ml,16,79,0.006541,0.12,ci,ci37671208,2016-08-25T14:46:54.519Z,"23km E of Little Lake, CA",earthquake,0.2,0.31,0.113,5,reviewed,ci,ci
2016-08-25T06:59:29.190Z,33.2491667,-116.4085,4.77,1.37,ml,47,42,0.02032,0.18,ci,ci37671200,2016-08-25T13:09:11.980Z,"3km WSW of Borrego Springs, CA",earthquake,0.22,0.43,0.146,26,reviewed,ci,ci
2016-08-25T06:35:23.000Z,65.3699,-144.7518,5,1.5,ml,,,,0.77,ak,ak13878577,2016-08-25T06:53:38.540Z,"11km SSW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-25T06:32:15.000Z,67.6381,-149.0283,5,1.4,ml,,,,0.79,ak,ak13878576,2016-08-25T06:53:37.940Z,"65km NE of Coldfoot, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-25T06:31:40.000Z,65.3697,-144.6667,5.1,1,ml,,,,0.82,ak,ak13878574,2016-08-25T17:19:37.065Z,"11km S of Circle Hot Springs Station, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-08-25T06:28:14.000Z,60.0014,-152.1091,100,1.5,ml,,,,0.27,ak,ak13878573,2016-08-25T06:35:41.814Z,"29km NNW of Anchor Point, Alaska",earthquake,2.9,6.2,,,automatic,ak,ak
2016-08-25T06:02:59.870Z,39.5733337,-122.1921692,14.65,1.81,md,4,140,0.4006,0.06,nc,nc72684776,2016-08-25T06:04:35.022Z,"5km N of Willows, California",earthquake,0.71,9.43,0.06,6,automatic,nc,nc
2016-08-25T05:53:55.000Z,62.0918,-151.2944,60,1.7,ml,,,,0.6,ak,ak13878554,2016-08-25T06:08:50.000Z,"66km WSW of Talkeetna, Alaska",earthquake,0.3,0.9,,,automatic,ak,ak
2016-08-25T05:52:57.000Z,63.6811,-147.6338,5,0.9,ml,,,,0.4,ak,ak13878553,2016-08-25T05:59:53.895Z,"68km ESE of Healy, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-08-25T05:45:23.330Z,35.9525,-117.6585,3.74,0.78,ml,8,144,0.00803,0.07,ci,ci37381909,2016-08-25T14:39:07.464Z,"22km E of Little Lake, CA",earthquake,0.36,0.4,0.121,7,reviewed,ci,ci
2016-08-25T05:45:17.630Z,35.953,-117.6586667,3.66,0.7,ml,10,82,0.008433,0.09,ci,ci37671176,2016-08-25T14:36:10.089Z,"22km E of Little Lake, CA",earthquake,0.21,0.38,0.125,7,reviewed,ci,ci
2016-08-25T05:44:43.820Z,35.9553333,-117.6575,3.09,1.71,ml,26,55,0.009402,0.13,ci,ci37671168,2016-08-25T14:25:17.620Z,"22km E of Little Lake, CA",earthquake,0.15,0.3,0.146,30,reviewed,ci,ci
2016-08-25T05:44:43.030Z,33.469,-116.5623333,10.96,0.39,ml,21,79,0.04204,0.1,ci,ci37671160,2016-08-25T13:05:28.891Z,"14km SE of Anza, CA",earthquake,0.21,0.42,0.149,11,reviewed,ci,ci
2016-08-25T05:28:48.360Z,45.319,150.7754,60.39,4.7,mb,,127,5.952,0.64,us,us20006ts3,2016-08-25T06:03:37.040Z,"227km E of Kuril'sk, Russia",earthquake,9.3,6.5,0.038,204,reviewed,us,us
2016-08-25T05:20:50.860Z,19.3899994,-155.280838,2.51,1.8,ml,24,55,0.003547,0.13,hv,hv61388346,2016-08-25T05:26:30.230Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.43,8,automatic,hv,hv
2016-08-25T05:16:52.281Z,38.2968,-118.6209,12.4,0,ml,4,256.56,0.102,0.0849,nn,nn00557544,2016-08-25T16:59:05.597Z,"25km S of Hawthorne, Nevada",earthquake,,5.8,0.12,2,reviewed,nn,nn
2016-08-25T05:03:32.470Z,51.9892,175.1682,33.98,4.7,mb,,106,0.989,1.04,us,us20006trx,2016-08-25T15:40:22.084Z,"66km SW of Buldir Island, Alaska",earthquake,10.2,5.4,0.039,197,reviewed,us,us
2016-08-25T04:55:12.800Z,19.26,-64.7488,22,2.8,Md,4,327.6,0.92346811,0.28,pr,pr16238000,2016-08-25T06:57:32.440Z,"94km N of Road Town, British Virgin Islands",earthquake,2.6,25.5,0,4,reviewed,pr,pr
2016-08-25T04:44:12.823Z,40.062,-120.1459,8.3,0.6,mb,3,182.77,0.121,0.0392,nn,nn00557543,2016-08-25T16:55:49.885Z,"39km NE of Portola, California",earthquake,,13.1,,,reviewed,nn,nn
2016-08-25T04:35:29.720Z,33.6613333,-116.7175,13.53,0.43,ml,17,69,0.04978,0.19,ci,ci37671152,2016-08-25T13:05:27.707Z,"9km S of Idyllwild, CA",earthquake,0.37,0.48,0.11,11,reviewed,ci,ci
2016-08-25T04:27:59.730Z,38.8081665,-122.8170013,3.03,0.73,md,12,107,0.009539,0.01,nc,nc72684761,2016-08-25T04:29:35.373Z,"6km WNW of The Geysers, California",earthquake,0.42,0.73,0.18,2,automatic,nc,nc
2016-08-25T04:23:33.920Z,37.3376656,-118.6389999,14.39,1.75,md,9,223,0.04747,0.03,nc,nc72684756,2016-08-25T15:35:23.014Z,"17km WSW of West Bishop, California",earthquake,1.28,1.43,0.23,5,automatic,nc,nc
2016-08-25T04:22:35.390Z,36.0223333,-117.7743333,2.1,0.54,ml,13,60,0.007896,0.07,ci,ci37671136,2016-08-25T14:18:16.567Z,"15km NE of Little Lake, CA",earthquake,0.12,0.12,0.195,3,reviewed,ci,ci
2016-08-25T04:10:35.610Z,36.6786652,-121.3026657,4.21,2.01,md,30,106,0.02655,0.05,nc,nc72684746,2016-08-25T04:13:44.190Z,"15km SSE of Ridgemark, California",earthquake,0.19,0.7,0.21,24,automatic,nc,nc
2016-08-25T03:56:10.600Z,36.7761667,-118.13,5.14,2.22,ml,29,60,0.2889,0.21,ci,ci37671112,2016-08-25T15:31:40.402Z,"7km ESE of Independence, CA",earthquake,0.29,1.32,0.21,34,reviewed,ci,ci
2016-08-25T03:28:51.000Z,64.2665,-147.8905,15,0.9,ml,,,,0.27,ak,ak13878527,2016-08-25T03:54:00.371Z,"55km WSW of Salcha, Alaska",earthquake,1,5.8,,,automatic,ak,ak
2016-08-25T03:19:17.260Z,36.7708333,-118.1328333,0.44,1.64,ml,18,60,0.2934,0.18,ci,ci37671104,2016-08-25T15:17:37.202Z,"7km ESE of Independence, CA",earthquake,0.28,1.12,0.206,20,reviewed,ci,ci
2016-08-25T03:17:18.780Z,42.7861,13.1827,10,4.7,mb,,46,0.069,1.2,us,us20006trj,2016-08-25T11:21:56.007Z,"7km E of Norcia, Italy",earthquake,4.5,1.8,0.058,89,reviewed,us,us
2016-08-25T03:12:22.400Z,35.7386665,-120.2990036,12.08,1.39,md,10,135,0.05923,0.02,nc,nc72684721,2016-08-25T03:13:59.644Z,"11km NE of Shandon, California",earthquake,0.87,1.65,0.51,5,automatic,nc,nc
2016-08-25T03:10:35.590Z,35.7463341,-120.2848358,12.87,1.23,md,13,145,0.03247,0.07,nc,nc72684716,2016-08-25T03:12:09.924Z,"13km NE of Shandon, California",earthquake,0.87,1.7,0.17,6,automatic,nc,nc
2016-08-25T03:02:56.000Z,64.5396,-149.2556,15,0.9,ml,,,,0.39,ak,ak13878523,2016-08-25T03:53:59.736Z,"8km WSW of North Nenana, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-08-25T02:58:49.017Z,36.7308,-115.5393,5.8,0.7,ml,18,118.95,0.346,0.1246,nn,nn00557502,2016-08-25T15:38:45.202Z,"68km NW of Nellis Air Force Base, Nevada",earthquake,,3.4,0.22,10,reviewed,nn,nn
2016-08-25T02:55:59.340Z,36.0408333,-117.5873333,5.25,0.25,ml,10,100,0.0815,0.07,ci,ci37671080,2016-08-25T14:02:04.910Z,"31km ENE of Little Lake, CA",earthquake,0.16,0.62,0.08,2,reviewed,ci,ci
2016-08-25T02:47:39.970Z,19.4133339,-155.223999,3.23,1.84,ml,12,185,0.03389,0.12,hv,hv61388071,2016-08-25T02:53:27.530Z,"2km SE of Volcano, Hawaii",earthquake,0.6,0.51,0.17,3,automatic,hv,hv
2016-08-25T02:47:39.700Z,19.3805008,-155.2445068,3.1,1.74,ml,22,123,0.007817,0.13,hv,hv61388066,2016-08-25T02:53:17.400Z,"5km S of Volcano, Hawaii",earthquake,0.25,0.21,0.25,5,automatic,hv,hv
2016-08-25T02:26:43.651Z,37.3219,-116.7591,11.8,0,ml,11,193.07,0.181,0.1581,nn,nn00557574,2016-08-25T19:00:05.869Z,"45km N of Beatty, Nevada",earthquake,,3.6,0.48,6,reviewed,nn,nn
2016-08-25T02:21:45.350Z,33.4808333,-116.4283333,12.67,1.16,ml,36,111,0.04251,0.19,ci,ci37671064,2016-08-25T13:09:19.090Z,"23km SSW of La Quinta, CA",earthquake,0.29,0.52,0.156,27,reviewed,ci,ci
2016-08-25T02:07:44.940Z,38.8446655,-122.8203354,0.41,0.57,md,8,103,0.01025,0.02,nc,nc72684686,2016-08-25T02:09:20.101Z,"8km WNW of Cobb, California",earthquake,0.32,0.89,,1,automatic,nc,nc
2016-08-25T01:52:45.750Z,35.7433319,-120.2925034,12.84,2.35,md,63,43,0.03693,0.07,nc,nc72684676,2016-08-25T01:57:30.838Z,"12km NE of Shandon, California",earthquake,0.2,0.32,0.16,46,automatic,nc,nc
2016-08-25T01:41:46.000Z,63.3218,-151.0988,5.8,0.9,ml,,,,0.79,ak,ak13878510,2016-08-25T16:00:15.672Z,"107km W of Cantwell, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-08-25T01:41:22.803Z,36.7809,-118.1134,3.8,0.8,ml,6,171.64,0.342,0.1762,nn,nn00557569,2016-08-25T19:03:17.006Z,"19km NNW of Lone Pine, California",earthquake,,16.1,0.03,2,reviewed,nn,nn
2016-08-25T01:38:04.450Z,19.3846664,-155.2441711,2.12,1.8,ml,23,115,0.006791,0.15,hv,hv61387801,2016-08-25T01:43:42.230Z,"5km S of Volcano, Hawaii",earthquake,0.19,0.22,0.67,6,automatic,hv,hv
2016-08-25T01:36:15.250Z,19.3781662,-155.2358398,2.51,1.87,ml,23,112,0.006418,0.15,hv,hv61387796,2016-08-25T01:41:55.260Z,"5km S of Volcano, Hawaii",earthquake,0.27,0.25,0.28,6,automatic,hv,hv
2016-08-25T01:33:27.200Z,36.5511,-11.2826,10,4.1,mb,,162,2.053,0.99,us,us20006tr6,2016-08-25T01:43:56.040Z,"214km WSW of Sagres, Portugal",earthquake,5.9,2,0.127,17,reviewed,us,us
2016-08-25T01:19:18.960Z,19.1818333,-155.4774933,33.8,2.15,md,43,79,0.03003,0.14,hv,hv61387761,2016-08-25T01:22:42.000Z,"2km S of Pahala, Hawaii",earthquake,0.68,0.93,0.07,19,automatic,hv,hv
2016-08-25T01:11:01.000Z,62.7748,-151.0213,120,1.7,ml,17,122.399990208001,,0.63,ak,ak13878421,2016-08-25T01:29:09.179Z,"68km NW of Talkeetna, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-08-25T00:53:44.860Z,33.9815,-116.879,9.36,0.91,ml,24,69,0.07977,0.24,ci,ci37671032,2016-08-25T13:06:04.177Z,"6km N of Banning, CA",earthquake,0.39,1.18,0.18,29,reviewed,ci,ci
2016-08-25T00:51:04.870Z,19.3688335,-155.2805023,1.83,2.18,ml,11,116,0.01632,0.37,hv,hv61387706,2016-08-25T00:56:55.690Z,"8km SSW of Volcano, Hawaii",earthquake,0.73,0.8,0.24,7,automatic,hv,hv
2016-08-25T00:51:03.770Z,19.3824997,-155.2378387,2.11,2.34,ml,29,106,0.009262,0.23,hv,hv61387701,2016-08-25T00:56:48.870Z,"5km S of Volcano, Hawaii",earthquake,0.23,0.2,0.26,11,automatic,hv,hv
2016-08-25T00:33:33.000Z,61.3713,-147.1823,20,1.5,ml,,,,0.59,ak,ak13878417,2016-08-25T00:52:28.192Z,"52km WNW of Valdez, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-25T00:30:16.950Z,33.781,-118.186,12.12,1.5,ml,16,263,0.08306,0.2,ci,ci37671024,2016-08-25T00:40:22.989Z,"3km SSW of Signal Hill, CA",earthquake,1.19,0.56,0.3,12,reviewed,ci,ci
2016-08-25T00:30:00.000Z,63.95,-149.9999,15,1.2,ml,,,,1.18,ak,ak13878416,2016-08-25T00:36:44.095Z,"51km WNW of Healy, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-25T00:23:59.310Z,19.3921667,-155.279,2.563,2.34,ml,31,41,0.005976,0.07,hv,hv61387641,2016-08-25T01:06:33.830Z,"6km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.192,19,reviewed,hv,hv
2016-08-25T00:23:09.000Z,63.3535,-149.9872,100,1.4,ml,,,,0.31,ak,ak13878412,2016-08-25T00:36:43.451Z,"52km W of Cantwell, Alaska",earthquake,0.7,0.9,,,automatic,ak,ak
2016-08-25T00:22:53.580Z,38.8230019,-122.7799988,0.42,0.44,md,8,87,0.009743,0.01,nc,nc72684656,2016-08-25T00:24:30.714Z,"4km W of Cobb, California",earthquake,0.27,0.52,0.04,3,automatic,nc,nc
2016-08-25T00:11:19.520Z,19.3803333,-155.2371667,2.929,0.89,md,21,105,0.007473,0.08,hv,hv61387601,2016-08-25T00:34:54.290Z,"5km S of Volcano, Hawaii",earthquake,0.29,0.22,0.118,7,reviewed,hv,hv
2016-08-25T00:06:57.750Z,19.3835,-155.2438333,3.189,0.68,md,6,131,0.007336,0.06,hv,hv61387591,2016-08-25T00:41:01.710Z,"5km S of Volcano, Hawaii",earthquake,0.56,0.88,,1,reviewed,hv,hv
2016-08-25T00:01:45.000Z,61.999,-149.4676,20,2,ml,,,,0.76,ak,ak13878409,2016-08-25T00:08:54.482Z,"26km SE of Y, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-24T23:53:11.290Z,19.3856667,-155.2446667,2.386,0.64,md,9,135,0.006273,0.07,hv,hv61387551,2016-08-25T00:37:27.960Z,"5km S of Volcano, Hawaii",earthquake,0.41,0.36,0.01,5,reviewed,hv,hv
2016-08-24T23:48:18.540Z,19.3833333,-155.2386667,2.089,2.08,ml,21,121,0.009886,0.06,hv,hv61387541,2016-08-25T00:28:19.170Z,"5km S of Volcano, Hawaii",earthquake,0.2,0.17,0.243,7,reviewed,hv,hv
2016-08-24T23:47:14.350Z,19.3846667,-155.2441667,2.819,0.67,md,16,116,0.006795,0.07,hv,hv61387536,2016-08-25T00:44:37.620Z,"5km S of Volcano, Hawaii",earthquake,0.32,0.25,0.014,4,reviewed,hv,hv
2016-08-24T23:41:23.290Z,35.655,-118.1295,2.76,0.64,ml,12,82,0.1005,0.1,ci,ci37671008,2016-08-25T00:25:52.581Z,"29km W of Inyokern, CA",earthquake,0.2,0.9,0.12,6,reviewed,ci,ci
2016-08-24T23:26:04.970Z,19.3823333,-155.2388333,2.329,0.72,md,17,119,0.008879,0.07,hv,hv61387481,2016-08-24T23:40:46.130Z,"5km S of Volcano, Hawaii",earthquake,0.23,0.19,0.064,5,reviewed,hv,hv
2016-08-24T23:22:06.820Z,42.6728,13.1422,7.33,4.1,mb,,67,0.162,0.59,us,us20006tqg,2016-08-24T23:38:46.040Z,"8km ESE of Maltignano, Italy",earthquake,5.7,4.8,0.186,8,reviewed,us,us
2016-08-24T23:20:05.300Z,19.3838333,-155.242,1.59,0.52,md,9,117,0.008946,0.05,hv,hv61387466,2016-08-24T23:48:49.880Z,"5km S of Volcano, Hawaii",earthquake,0.4,0.34,0.158,2,reviewed,hv,hv
2016-08-24T23:17:15.690Z,33.9531667,-116.5703333,12.62,1.04,ml,35,52,0.01828,0.11,ci,ci37670992,2016-08-25T00:34:24.600Z,"6km NNW of Garnet, CA",earthquake,0.16,0.45,0.15,24,reviewed,ci,ci
2016-08-24T23:12:57.530Z,36.0079994,-120.5810013,-0.35,1.34,md,16,98,0.03448,0.06,nc,nc72684646,2016-08-24T23:14:35.280Z,"24km SW of Coalinga, California",earthquake,0.31,1.65,0.18,7,automatic,nc,nc
2016-08-24T23:12:53.950Z,19.3835,-155.2388333,2.149,3.48,ml,40,86,0.01002,0.09,hv,hv61387456,2016-08-25T06:14:13.253Z,"5km S of Volcano, Hawaii",earthquake,0.21,0.16,0.148,17,reviewed,hv,hv
2016-08-24T23:10:33.000Z,64.9546,-147.3372,10,1,ml,,,,0.37,ak,ak13878405,2016-08-24T23:29:09.894Z,"19km NNE of Badger, Alaska",earthquake,0.2,35.7,,,automatic,ak,ak
2016-08-24T23:06:18.430Z,19.3868333,-155.2475,2.516,0.8,md,16,132,0.00383,0.07,hv,hv61387436,2016-08-24T23:44:46.180Z,"4km SSW of Volcano, Hawaii",earthquake,0.29,0.21,0.075,5,reviewed,hv,hv
2016-08-24T23:04:09.550Z,19.3816667,-155.242,2.209,0.66,md,15,114,0.008163,0.06,hv,hv61387431,2016-08-25T00:16:30.820Z,"5km S of Volcano, Hawaii",earthquake,0.24,0.19,0.146,4,reviewed,hv,hv
2016-08-24T22:59:54.820Z,19.3863333,-155.2456667,2.526,0.68,md,15,116,0.00539,0.07,hv,hv61387426,2016-08-25T00:12:23.040Z,"4km S of Volcano, Hawaii",earthquake,0.24,0.28,0.022,5,reviewed,hv,hv
2016-08-24T22:55:48.490Z,38.8353348,-122.788002,1.79,0.96,md,12,71,0.003573,0.02,nc,nc72684641,2016-08-24T22:57:25.076Z,"5km WNW of Cobb, California",earthquake,0.3,0.44,0.05,4,automatic,nc,nc
2016-08-24T22:55:04.420Z,39.5149,-119.9146,6.6,0.1,ml,8,85.54,0.061,0.1328,nn,nn00557500,2016-08-25T00:06:15.398Z,"0km E of Mogul, Nevada",earthquake,,2.8,0.35,2,reviewed,nn,nn
2016-08-24T22:46:48.750Z,19.2918333,-155.3805,0.025,1.12,md,6,121,0.04163,0.57,hv,hv60239178,2016-08-25T00:22:42.880Z,"14km NE of Pahala, Hawaii",earthquake,1.74,2.24,0.072,4,reviewed,hv,hv
2016-08-24T22:45:54.280Z,19.3848333,-155.2476667,2.18,0.46,md,5,175,0.003505,0.06,hv,hv61387381,2016-08-25T00:18:32.650Z,"5km SSW of Volcano, Hawaii",earthquake,0.52,0.36,0.28,5,reviewed,hv,hv
2016-08-24T22:43:09.000Z,67.1503,-142.9946,5,2.2,ml,,,,0.66,ak,ak13878394,2016-08-24T22:58:39.353Z,"119km NE of Fort Yukon, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-24T22:37:39.650Z,19.3931667,-155.246,2.322,0.46,md,12,125,0.009118,0.09,hv,hv61387366,2016-08-25T00:08:50.520Z,"4km SSW of Volcano, Hawaii",earthquake,0.33,0.47,0.08,3,reviewed,hv,hv
2016-08-24T22:30:54.220Z,19.3861667,-155.247,2.736,0.56,md,16,114,0.004121,0.06,hv,hv61387341,2016-08-25T00:04:41.650Z,"5km S of Volcano, Hawaii",earthquake,0.22,0.26,0.107,4,reviewed,hv,hv
2016-08-24T22:27:41.890Z,35.466835,-120.7723312,3.93,1.99,md,32,58,0.08961,0.05,nc,nc72684631,2016-08-24T22:30:45.370Z,"9km WSW of Atascadero, California",earthquake,0.21,0.66,0.31,25,automatic,nc,nc
2016-08-24T22:26:10.160Z,19.3831667,-155.2408333,2.179,0.52,md,10,118,0.009551,0.05,hv,hv61387336,2016-08-24T23:57:33.510Z,"5km S of Volcano, Hawaii",earthquake,0.46,0.32,0.125,2,reviewed,hv,hv
2016-08-24T22:22:55.530Z,19.3885,-155.2463333,2.996,0.66,md,17,117,0.00556,0.06,hv,hv61387326,2016-08-24T23:54:27.280Z,"4km S of Volcano, Hawaii",earthquake,0.31,0.36,0.001,3,reviewed,hv,hv
2016-08-24T22:22:47.870Z,45.3078333,-118.1531667,7.3,2.14,ml,3,143,0.5694,0.03,uw,uw61184417,2016-08-25T00:21:02.748Z,"5km WSW of La Grande, Oregon",earthquake,0.49,8.8,0.2,11,reviewed,uw,uw
2016-08-24T22:17:54.830Z,19.3851667,-155.2406667,2.969,3.76,ml,47,43,0.01005,0.08,hv,hv61387321,2016-08-25T08:13:58.985Z,"5km S of Volcano, Hawaii",earthquake,0.19,0.17,0.179,16,reviewed,hv,hv
2016-08-24T22:06:41.000Z,66.0761,-148.2866,15,1,ml,,,,0.62,ak,ak13878393,2016-08-24T22:18:12.528Z,"137km N of College, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-24T21:53:37.000Z,67.1998,-142.9781,5,1.7,ml,,,,0.65,ak,ak13878391,2016-08-24T22:08:00.722Z,"123km NE of Fort Yukon, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-24T21:51:00.830Z,33.8608333,-117.5198333,-0.58,0.78,ml,8,236,0.07585,0.18,ci,ci37670920,2016-08-24T22:22:42.782Z,"2km S of Home Gardens, CA",quarry blast,2.08,31.61,0.034,4,reviewed,ci,ci
2016-08-24T21:44:01.090Z,40.6366,-119.456,5.2,1.1,ml,3,183.82,0.071,0.2063,nn,nn00557496,2016-08-24T23:32:28.398Z,"8km NW of Gerlach-Empire, Nevada",earthquake,,21.1,0.41,3,reviewed,nn,nn
2016-08-24T21:19:17.000Z,67.1566,-143.1224,5,2.8,ml,,,,0.75,ak,ak13878381,2016-08-24T21:36:42.011Z,"115km NE of Fort Yukon, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-24T21:15:03.620Z,49.4366667,-120.5345,-0.53,1.99,ml,5,227,0.6118,0.32,uw,uw61184387,2016-08-24T22:12:06.290Z,"2km SW of Princeton, Canada",explosion,4.01,31.61,0.164,7,reviewed,uw,uw
2016-08-24T21:03:08.540Z,46.965,152.5403,65.15,4.6,mb,,187,6.694,0.61,us,us20006tpl,2016-08-24T21:51:49.040Z,"Kuril Islands",earthquake,5.5,11.2,0.113,23,reviewed,us,us
2016-08-24T21:01:24.255Z,39.5198,-119.9199,7,1,ml,23,53.1,0.065,0.1065,nn,nn00557481,2016-08-24T22:21:30.855Z,"0km NE of Mogul, Nevada",earthquake,,0.9,0.41,10,reviewed,nn,nn
2016-08-24T20:57:59.950Z,48.5465,-122.5418333,12.44,1.46,ml,7,114,0.2342,0.2,uw,uw61184382,2016-08-24T22:04:09.100Z,"6km NE of Anacortes, Washington",earthquake,0.68,4.86,0.121,5,reviewed,uw,uw
2016-08-24T20:50:52.071Z,40.0235,-120.7925,3.8,1.1,mb,3,273.04,0.125,0.085,nn,nn00557492,2016-08-24T23:01:10.011Z,"13km NE of East Quincy, California",earthquake,,11.7,,,reviewed,nn,nn
2016-08-24T20:50:14.000Z,60.1114,-146.788,5,1.7,ml,,,,1.11,ak,ak13878378,2016-08-24T21:06:18.281Z,"74km SW of Cordova, Alaska",earthquake,1.1,0.9,,,automatic,ak,ak
